nodes time label
15 1.818 start_et250
15 1.818 start_et250
15 1.698 start_et250
15 1.698 start_et250
17 1.933 start_et250
17 1.933 start_et250
17 1.969 start_et250
17 1.969 start_et250
17 1.942 start_et250
17 1.942 start_et250
17 1.949 start_et250
17 1.949 start_et250
17 2.045 start_et250
17 2.045 start_et250
17 1.943 start_et250
17 1.943 start_et250
17 1.939 start_et250
17 1.939 start_et250
19 2.195 start_et250
19 2.195 start_et250
19 2.197 start_et250
19 2.197 start_et250
19 2.205 start_et250
19 2.205 start_et250
19 2.194 start_et250
19 2.194 start_et250
19 2.18 start_et250
19 2.18 start_et250
19 2.177 start_et250
19 2.177 start_et250
19 2.198 start_et250
19 2.198 start_et250
21 2.443 start_et250
21 2.443 start_et250
21 2.438 start_et250
21 2.438 start_et250
21 2.436 start_et250
21 2.436 start_et250
21 2.364 start_et250
21 2.364 start_et250
21 2.443 start_et250
21 2.443 start_et250
21 2.443 start_et250
21 2.443 start_et250
21 2.434 start_et250
21 2.434 start_et250
23 2.762 start_et250
23 2.762 start_et250
23 2.709 start_et250
23 2.709 start_et250
23 2.702 start_et250
23 2.702 start_et250
23 2.707 start_et250
23 2.707 start_et250
23 2.706 start_et250
23 2.706 start_et250
23 2.696 start_et250
23 2.696 start_et250
23 2.676 start_et250
23 2.676 start_et250
25 2.86 start_et250
25 2.86 start_et250
25 2.96 start_et250
25 2.96 start_et250
25 2.972 start_et250
25 2.972 start_et250
25 2.977 start_et250
25 2.977 start_et250
25 2.963 start_et250
25 2.963 start_et250
25 3.021 start_et250
25 3.021 start_et250
25 2.956 start_et250
25 2.956 start_et250
27 3.266 start_et250
27 3.266 start_et250
27 3.234 start_et250
27 3.234 start_et250
27 3.243 start_et250
27 3.243 start_et250
27 3.14 start_et250
27 3.14 start_et250
27 3.158 start_et250
27 3.158 start_et250
27 3.249 start_et250
27 3.249 start_et250
27 3.246 start_et250
27 3.246 start_et250
29 3.397 start_et250
29 3.397 start_et250
29 3.541 start_et250
29 3.541 start_et250
29 3.366 start_et250
29 3.366 start_et250
29 3.337 start_et250
29 3.337 start_et250
29 3.469 start_et250
29 3.469 start_et250
29 3.471 start_et250
29 3.471 start_et250
29 3.434 start_et250
29 3.434 start_et250
31 3.698 start_et250
31 3.698 start_et250
31 3.761 start_et250
31 3.761 start_et250
31 3.829 start_et250
31 3.829 start_et250
31 3.739 start_et250
31 3.739 start_et250
31 3.761 start_et250
31 3.761 start_et250
31 3.629 start_et250
31 3.629 start_et250
31 3.74 start_et250
31 3.74 start_et250
33 4.046 start_et250
33 4.046 start_et250
33 3.974 start_et250
33 3.974 start_et250
33 4.115 start_et250
33 4.115 start_et250
33 4.251 start_et250
33 4.251 start_et250
33 4.031 start_et250
33 4.031 start_et250
33 4.071 start_et250
33 4.071 start_et250
33 4.213 start_et250
33 4.213 start_et250
35 4.294 start_et250
35 4.294 start_et250
35 4.276 start_et250
35 4.276 start_et250
35 4.385 start_et250
35 4.385 start_et250
35 4.382 start_et250
35 4.382 start_et250
35 4.331 start_et250
35 4.331 start_et250
35 4.348 start_et250
35 4.348 start_et250
35 4.391 start_et250
35 4.391 start_et250
3 0.322 start_et250
3 0.32 start_et250
3 0.326 start_et250
3 0.326 start_et250
3 0.324 start_et250
3 0.332 start_et250
3 0.327 start_et250
5 0.651 start_et250
5 0.657 start_et250
5 0.652 start_et250
5 0.649 start_et250
5 0.651 start_et250
5 0.655 start_et250
5 0.646 start_et250
7 0.87 start_et250
7 0.865 start_et250
7 0.87 start_et250
7 0.876 start_et250
7 0.865 start_et250
7 0.874 start_et250
7 0.87 start_et250
9 1.01 start_et250
9 1.099 start_et250
9 1.11 start_et250
9 1.105 start_et250
9 1.096 start_et250
9 1.101 start_et250
9 1.099 start_et250
11 1.228 start_et250
11 1.314 start_et250
11 1.319 start_et250
11 1.318 start_et250
11 1.323 start_et250
11 1.314 start_et250
11 1.327 start_et250
13 1.501 start_et250
13 1.474 start_et250
13 1.462 start_et250
13 1.47 start_et250
13 1.468 start_et250
13 1.465 start_et250
13 1.578 start_et250
15 1.734 start_et250
15 1.68 start_et250
15 1.798 start_et250
15 1.836 start_et250
15 1.713 start_et250
15 1.816 start_et250
15 1.734 start_et250
17 1.894 start_et250
17 1.932 start_et250
17 1.961 start_et250
17 2.037 start_et250
17 1.928 start_et250
17 1.954 start_et250
17 2.038 start_et250
19 2.135 start_et250
19 2.187 start_et250
19 2.194 start_et250
19 2.179 start_et250
19 2.178 start_et250
19 2.201 start_et250
19 2.179 start_et250
21 2.413 start_et250
21 2.457 start_et250
21 2.457 start_et250
21 2.441 start_et250
21 2.447 start_et250
21 2.452 start_et250
21 2.443 start_et250
23 2.613 start_et250
23 2.713 start_et250
23 2.697 start_et250
23 2.618 start_et250
23 2.593 start_et250
23 2.698 start_et250
23 2.599 start_et250
25 2.912 start_et250
25 2.964 start_et250
25 2.969 start_et250
25 2.998 start_et250
25 3.0 start_et250
25 2.953 start_et250
25 2.953 start_et250
27 5.065 start_et250
27 3.075 start_et250
27 3.248 start_et250
27 3.238 start_et250
27 3.209 start_et250
27 3.168 start_et250
27 3.166 start_et250
29 3.699 start_et250
29 3.422 start_et250
29 3.411 start_et250
29 3.454 start_et250
29 3.553 start_et250
29 3.433 start_et250
29 3.487 start_et250
31 3.911 start_et250
31 3.753 start_et250
31 3.766 start_et250
31 3.638 start_et250
31 3.846 start_et250
31 3.831 start_et250
31 3.744 start_et250
33 4.034 start_et250
33 4.056 start_et250
33 3.981 start_et250
33 3.994 start_et250
33 4.128 start_et250
33 4.059 start_et250
33 4.064 start_et250
35 4.322 start_et250
35 4.896 start_et250
35 4.456 start_et250
35 4.277 start_et250
35 4.237 start_et250
35 4.383 start_et250
